  000031.89444,00041.976,     0028.206863,      069.2726,   82.0800886
    0038.8817648,    00093.20634,    91.45451925,   0000041.1368,  0000021.5927
 000089.6908, 6.85473821, 75.5477787,   50.38531,  00010.946694
 0000021.5633,    10.17853512,     0053.8144,     00009.86735,  0086.2648537
  000019.20917,    00000.961974, 88.9059217,     61.73572939,    041.51836877
      000076.3312,      0000067.967,  0000003.0568,   095.473026,64.028729
84.73092,     0033.331,    030.0225643, 017.3991505,      0087.8357
      80.257988,   00081.162,    082.9245471,  0053.0741,    066.3736212
 00009.22153,      99.83128865,00000065.63,    56.375369, 0.37766698
 0000085.02,  0000060.6882,     00006.769855,     0013.3155648,    42.4232871
    81.82253227,   000096.88323,52.85848591,      90.5890592,      0025.1955591
 15.34930549,  000014.6943,     0064.25401,  16.3569149,    00000032.421
     00082.433,  8.961599584,      31.58494364,   00000089.141,     028.01013
    027.61661,   0000028.135,     0053.942,0047.5639, 00072.077533
75.99752079,      81.156763, 066.43635615,      00023.806,  0000078.4271
   89.44338,      98.46894405,   17.3716817,10.7380565, 0086.871
  34.66193113,     000097.865,   0010.9905,     00036.639, 00000024.668
     000026.5252,      000063.442, 026.98363,  075.8930453, 016.0848
     00075.51126,99.31297242,      0000078.0616,    87.5642791,000034.8465
  00000047.056,    00051.462, 07.73543545,0024.8098691,  00000073.35
    000093.0822, 23.1892276,  67.89798,      000023.078, 0058.278425
     0000037.934,   54.1315503, 8.023440573,    000099.93686,     0097.40279
  33.887728,     26.84942486,041.12904286,075.3868453,     00074.472
    000044.143,    23.1405545,     0000054.313,00093.3144,   0013.1996
     000006.4495,00049.337356,      24.483912,      17.618279,   000076.80025
   084.71184789,      000024.44217,  56.1004847,    40.15247,  0043.77869
     56.68364,    000054.959,   00056.284,      000000040.5,075.3672
   37.07211291,  016.5541,  0069.734774,      000031.277,     00026.18063
79.759763, 0088.36285,   00020.39112,   0023.90411,   0000049.074
     0000084.0485,  096.34745,    024.07878444,054.5022302,    000091.992
    7.3046063,   73.399898,  0023.402984, 0080.069,    00000087.543
    00046.32089,  27.17546259,0048.84553, 8.38273162,   00000037.817
038.72817111,      0006.83474,   0000025.158,  32.3038421,      00073.47119
   014.783603,  00031.17426,0035.26667,    00056.36868,   78.09385
    58.04058203,  05.77989271, 0012.8446,      8.491933203,   00037.050127
      000026.9505,      25.74811251,     0055.7227297,  51.92778896,     000067.732
   002.78071569,     0092.329783,000028.957,      00069.992345,    000060.4307
00.50220867,   54.955379,  0029.24816,      52.4531971,      00064.61251
      0074.494212,0000061.606,      0049.65718,    9.00434938,      000018.736
   0042.17036,00055.121,7.41314179,      33.48569,81.3701178
     058.4756,      0081.52491,    096.0784,      68.3771032,6.4558871
     093.1703, 0089.3815445, 62.94614367,   023.5510413, 071.56374079
   042.905621, 0050.487,  0000052.8556,     0000012.833,004.3423
  0054.73852,   15.4445446,  57.5421804,      59.230489, 034.7909
     056.9185728,   0035.247,      0000044.55,   0000068.1001,      34.8876497
  0000016.143,  82.59052238, 00074.59409,   95.1862071,  0059.36676
  051.7095,  30.827499,     0000041.94,19.1126077,      00035.028504
   0067.4494687,   61.068344, 0073.389281,   0081.155368,0000019.936
      13.86672606,    00052.748715,  81.04134,    0000047.845,0038.27003
  0011.66306,25.69601759,      99.04843,      39.873037, 089.55735171
      00074.3966,      0000081.7738,     094.73423,     00044.4456,    013.6461
   91.30978258, 00056.2203,      25.87613557,      61.58925815,00059.235597
  000022.4,036.2053,   0000092.176,  3.71237062,    90.9485479
   00081.24292,    000034.13,25.5112171,061.70767275,      0001.2606526
 0061.9312403,    72.11985,   56.42651,   0000044.765,    0040.32373
   023.974878,     43.14459319,  58.0074757,     082.668525,    0022.367941
  9.548796104,  18.7856301, 64.85995,12.53433933, 0025.6827955
00045.39387,0081.6738354,    19.71679898,8.14255645,   0058.466736
   000000024.24,  0037.111,     00018.7841,      0043.12473,48.31094374
     089.6245,      00058.253049,      00006.564092,      0000095.176,59.8587268
  00073.2352,033.64297,    000095.18132,      025.46244955,00054.527877
00077.197, 4.50878269,  000070.941,     0055.5751422,057.6182
  0086.525,   68.10576,      0057.185726,   0091.545,  48.97435064
    13.663318,      00039.10337,      64.138392,000009.6033,   6.681079
    08.88809105,58.2737258,    00009.439238,92.91427004,    00088.054006
   085.7189,      095.60959,    000017.3126,    0001.7127518,11.26251344
     85.54549814,081.1048777,  0044.8581,   000031.33162,  000088.1072
 0000011.548, 33.33711,  8.8157875,    89.926427,      8.861278097
    42.41931,   00000062.138,   41.3508149,     004.921885,     32.29373772
0000025.765, 54.2926716,86.07595967,  9.2249464,   000060.427
      00065.24019,    14.8314135,      000040.49194,  63.4409255,   022.1565
     00001.22528,   58.63108461,    00082.695,   046.47495252,     80.1595728
88.02335159,068.5256,  00089.3601,4.7772626,     018.82364516
   000012.783,  087.87370024,  60.22051437, 33.2468378,  0070.3791
097.0642,     000037.09441,   0000063.121,   004.23255059, 078.5081
0000045.0615,   003.285733,    1.6318592,   0028.383572,0039.459698
   0025.01851,     68.23369887,39.94231325,  43.410228,069.5498048
    80.6388306,00028.735, 051.9622,0000060.0026,     078.793299
 65.1858627,  0081.5701857,  21.22986366,      0000012.7533,   075.16844
      0000027.9838,      90.385906,    00000039.694,  00069.2971, 000060.771
   0047.8520067,   31.05336507, 0065.614984,   0099.931,      008.73192
     005.2335,  67.2394499,    57.78364908, 0056.391682, 027.56218513
 00086.46156,     091.279503,      42.3831672,      0014.949799,    00094.26785
 00000026.905, 0049.0202,   00028.1075, 040.84646, 92.04459
00069.161,  000077.6479,97.5519744,    00009.41612,      10.94395816
    0000058.094,    0079.595133,      49.29834114,  000005.39409,    00083.6252
      0099.7635251,      000047.0447,    25.89758001,   17.75266,      0080.319628
  66.005398, 97.1735433,     3.273179336, 13.50320607,      000055.3871
      0028.06011,0062.8260519,   041.525534,  00009.10845,    00085.2711
0.21622131,    0086.2793,     0024.44488,   85.65411326, 045.409444
   090.9768,  0089.256152, 0060.90444, 091.6879489,  0046.82035
051.5250028, 71.0073386,    00025.663,    44.10712146,   094.8171
 088.4711604,      88.19615411,   0000034.6102,12.263475,   93.3758871
   67.6782206,   95.131145, 0084.3936166,    00039.3569,   58.674687
     000038.47808,     0018.1727452,   91.13452684,72.822728,      0055.4870034
     62.1181568,    33.978627,    00000062.741,   049.4318192, 000048.41317
