    046.3069 000073.27322  000049.73919      94.1397326       048.57734
00035.13658   3.6159957     039.6867   000069.71914    50.855548
029.6328558      0000080.3218  18.27158       000097.908  22.46163
    012.5556707    0078.1201     81.9260847   39.6522801   10.20704818
    007.538382  69.097753    78.78245998     38.73214784 20.97527878
12.430511   0046.5527  0050.0766202     0038.297      01.213631
   0044.591      58.327205  006.523118  66.48268456    054.88644194
  031.8539809 0007.858541   66.118122    0024.081 33.7093995
     013.3897  03.51788      00001.308368   0000061.761     00043.404924
    00052.462     82.34602532  86.10152  0000024.0198   000080.4518
    00016.55229  00081.70385  94.5082509  038.88308    025.662776
      022.77889842   0026.4477  62.26616038  31.33754401    0007.9568
00064.84809       091.5582     00051.465229       011.3917  03.072849
   000065.971       00050.9719      00000093.326 33.413291       0045.716125
 012.6222    0022.7824   032.7033    1.5920503  043.70213
  66.4757939   0057.5478  0000040.7622       00000061.301    000012.8296
    004.09158251   98.87687086  0029.939      46.95133   00000016.784
  072.15296      000000096.26     16.910833   057.6178599 99.81796017
  0005.670308    0.22017476  0094.5952239   88.2013033 50.692943
     000070.86233   00012.7722 0.4248184974   0000021.687 45.313855
 93.57497885   93.35035312  20.0142917       057.63980495 0088.314
 77.13140576      000049.326   00026.384    46.13203828    042.716705
     81.50993971  0081.3541   00011.314132 00049.837     55.89796121
18.81651922 00000037.032      000083.067     00039.40056   000033.9265
  31.5516378      0096.506033   84.23623361   30.4022058  35.7431962
  000000097.25      0035.635188  0076.103       002.005475       0000062.674
    00052.041   000086.2635     26.491296      00067.4189      61.63416306
014.62569    000050.1253     74.3434144      34.95454892  3.1336735
     00096.815      33.0020409     000081.5988    005.6924     0000071.233
 013.4071388    64.6300566     016.45284       00039.353533    081.7785028
     0004.8148523     40.2993108      9.1162969      0000017.5302     052.048049
      0038.801061 074.3596      048.5698      37.5856116  00094.95796
   0000041.346    000031.93371    0007.4612529    81.7253034 0011.56979
      98.91196  071.51111      24.088288  30.7635981   30.170566
  62.63920298      99.338269     023.2649058    46.30373833  06.02275455
     0090.641771      74.84341665     0070.611156      0000034.6193   0038.508
000035.997     00016.749     000062.6866     27.32734      69.00872974
 0002.373     00062.06       0050.684055    084.5112 0000022.766
  000013.9178       0015.9416 31.52984196  0050.838   0041.92387
      68.0202328   12.05575 80.15566746      03.31772 00076.846466
    92.62487684     000042.823   92.5318434 1.899058       0008.0275736
    00044.5117  0084.7239438  000020.7325     038.58652849    00085.93471
 00023.75281  0000099.2827 77.1857651      40.86467    0005.241419
     63.10479521       0015.2625       59.48930277     00009.24785   60.5708127
  004.8075717   73.39662872    026.998875   040.022623       050.1440385
 000049.8819   047.9632949    0000081.8105      2.744032049       00072.915
   0051.1978 006.2805     84.38290623    97.5840724  0000039.633
    0079.863412  065.74831   000079.15195   00023.127    12.16693556
     00000076.715   00095.83141    0087.87619  039.9561003   025.6395
00033.0613     37.5308102    00026.299405  048.91217  000037.3351
     05.323744    10.368734      00085.44673      0021.02621      39.2231256
    0000094.654      00000037.136      014.2748    095.574349   0082.299
    07.25117371 000094.638      0098.666528       28.637505  19.6378796
      064.1855306      0000088.2001     000085.779  00074.34784       000020.4619
  000021.84967     000036.3626    029.4290804 00000065.943   0082.376372
0030.878      00014.156      0000045.291      00000049.342  076.137428
    046.782733 099.04195155    0014.50774  74.43324968     027.8876142
    000015.93529 0019.325   000078.562      060.0061    36.9701446
    052.8 000051.269    099.800202    090.8034
      33.998585      05.729548306       5.934416 00000053.907      83.70703104
 94.1410048   0000025.012    043.88566703  57.97426015      23.7486851
   0002.939   76.56560912   00085.311586   000019.152  94.3356859
 92.08106835      78.22038       0010.98869  00062.407     000038.85155
  043.96355978       000040.902   0008.7225      000055.02206  0073.49763
    0097.824 20.32601645 00030.4336       00000055.707       45.47459081
    63.5219759      94.314186    0000072.319    096.18982194     0000089.218
   0062.561948    00005.70963     0069.796 00095.042834    000092.769
      0000023.416 61.5961419      000049.05963      61.6604663       95.36011464
    40.03196608    1.25769931  39.1850488 00073.93606     049.3761
   00008.4492   092.2947624    054.9011739  00059.50751 0062.9518
     44.42575674 0019.884     070.82917798      0053.984022   0072.22281
 10.5142931 0000013.83       86.3678745    60.132334  000043.0544
 000078.101    68.90540699  78.253376  0000074.2909 00084.92
29.48856993 4.79439014    0086.645244  000016.13316     00097.714007
   31.887615 0000022.891   000000.17508 89.22606       0050.655304
00011.65105   00005.3528       81.693816    057.482596     12.13807716
      19.44614783 0036.142     28.4449482 00073.32  000003.8659
    70.8952543   00000058.587  000093.9901       0019.515       047.648779
     0031.0992    000056.0994   36.90901    000007.3943 044.327606
    00050.3544    092.684397     0026.462       00086.6433    80.885453
   0000060.9362      00017.97153 22.1775124   6.28503661      00047.6908
