31.89444	41.97600	28.20686	69.27260	82.08009
38.88176	93.20634	91.45452	41.13680	21.59270
89.69080	 6.85474	75.54778	50.38531	10.94669
21.56330	10.17854	53.81440	 9.86735	86.26485
19.20917	 0.96197	88.90592	61.73573	41.51837
76.33120	67.96700	 3.05680	95.47303	64.02873
84.73092	33.33100	30.02256	17.39915	87.83570
80.25799	81.16200	82.92455	53.07410	66.37362
 9.22153	99.83129	65.63000	56.37537	 0.37767
85.02000	60.68820	 6.76985	13.31556	42.42329
81.82253	96.88323	52.85849	90.58906	25.19556
15.34931	14.69430	64.25401	16.35691	32.42100
82.43300	 8.96160	31.58494	89.14100	28.01013
27.61661	28.13500	53.94200	47.56390	72.07753
75.99752	81.15676	66.43636	23.80600	78.42710
89.44338	98.46894	17.37168	10.73806	86.87100
34.66193	97.86500	10.99050	36.63900	24.66800
26.52520	63.44200	26.98363	75.89305	16.08480
75.51126	99.31297	78.06160	87.56428	34.84650
47.05600	51.46200	 7.73544	24.80987	73.35000
93.08220	23.18923	67.89798	23.07800	58.27842
37.93400	54.13155	 8.02344	99.93686	97.40279
33.88773	26.84942	41.12904	75.38685	74.47200
44.14300	23.14055	54.31300	93.31440	13.19960
 6.44950	49.33736	24.48391	17.61828	76.80025
84.71185	24.44217	56.10048	40.15247	43.77869
56.68364	54.95900	56.28400	40.50000	75.36720
37.07211	16.55410	69.73477	31.27700	26.18063
79.75976	88.36285	20.39112	23.90411	49.07400
84.04850	96.34745	24.07878	54.50223	91.99200
 7.30461	73.39990	23.40298	80.06900	87.54300
46.32089	27.17546	48.84553	 8.38273	37.81700
38.72817	 6.83474	25.15800	32.30384	73.47119
14.78360	31.17426	35.26667	56.36868	78.09385
58.04058	 5.77989	12.84460	 8.49193	37.05013
26.95050	25.74811	55.72273	51.92779	67.73200
 2.78072	92.32978	28.95700	69.99235	60.43070
 0.50221	54.95538	29.24816	52.45320	64.61251
74.49421	61.60600	49.65718	 9.00435	18.73600
42.17036	55.12100	 7.41314	33.48569	81.37012
58.47560	81.52491	96.07840	68.37710	 6.45589
93.17030	89.38154	62.94614	23.55104	71.56374
42.90562	50.48700	52.85560	12.83300	 4.34230
54.73852	15.44454	57.54218	59.23049	34.79090
56.91857	35.24700	44.55000	68.10010	34.88765
16.14300	82.59052	74.59409	95.18621	59.36676
51.70950	30.82750	41.94000	19.11261	35.02850
67.44947	61.06834	73.38928	81.15537	19.93600
13.86673	52.74871	81.04134	47.84500	38.27003
11.66306	25.69602	99.04843	39.87304	89.55735
74.39660	81.77380	94.73423	44.44560	13.64610
91.30978	56.22030	25.87614	61.58926	59.23560
22.40000	36.20530	92.17600	 3.71237	90.94855
81.24292	34.13000	25.51122	61.70767	 1.26065
61.93124	72.11985	56.42651	44.76500	40.32373
23.97488	43.14459	58.00748	82.66853	22.36794
 9.54880	18.78563	64.85995	12.53434	25.68280
45.39387	81.67384	19.71680	 8.14256	58.46674
24.24000	37.11100	18.78410	43.12473	48.31094
89.62450	58.25305	 6.56409	95.17600	59.85873
73.23520	33.64297	95.18132	25.46245	54.52788
77.19700	 4.50878	70.94100	55.57514	57.61820
86.52500	68.10576	57.18573	91.54500	48.97435
13.66332	39.10337	64.13839	 9.60330	 6.68108
 8.88809	58.27373	 9.43924	92.91427	88.05401
85.71890	95.60959	17.31260	 1.71275	11.26251
85.54550	81.10488	44.85810	31.33162	88.10720
11.54800	33.33711	 8.81579	89.92643	 8.86128
42.41931	62.13800	41.35081	 4.92188	32.29374
25.76500	54.29267	86.07596	 9.22495	60.42700
65.24019	14.83141	40.49194	63.44093	22.15650
 1.22528	58.63108	82.69500	46.47495	80.15957
88.02335	68.52560	89.36010	 4.77726	18.82365
12.78300	87.87370	60.22051	33.24684	70.37910
97.06420	37.09441	63.12100	 4.23255	78.50810
45.06150	 3.28573	 1.63186	28.38357	39.45970
25.01851	68.23370	39.94231	43.41023	69.54980
80.63883	28.73500	51.96220	60.00260	78.79330
65.18586	81.57019	21.22986	12.75330	75.16844
27.98380	90.38591	39.69400	69.29710	60.77100
47.85201	31.05337	65.61498	99.93100	 8.73192
 5.23350	67.23945	57.78365	56.39168	27.56219
86.46156	91.27950	42.38317	14.94980	94.26785
26.90500	49.02020	28.10750	40.84646	92.04459
69.16100	77.64790	97.55197	 9.41612	10.94396
58.09400	79.59513	49.29834	 5.39409	83.62520
99.76353	47.04470	25.89758	17.75266	80.31963
66.00540	97.17354	 3.27318	13.50321	55.38710
28.06011	62.82605	41.52553	 9.10845	85.27110
 0.21622	86.27930	24.44488	85.65411	45.40944
90.97680	89.25615	60.90444	91.68795	46.82035
51.52500	71.00734	25.66300	44.10712	94.81710
88.47116	88.19615	34.61020	12.26347	93.37589
67.67822	95.13115	84.39362	39.35690	58.67469
38.47808	18.17275	91.13453	72.82273	55.48700
62.11816	33.97863	62.74100	49.43182	48.41317
67.21831	30.34487	92.53470	51.08680	 6.25491
 6.64905	52.78164	26.25468	92.07033	67.20045
46.97050	26.33800	 8.65175	43.12005	47.31405
87.81440	91.11910	49.78488	31.25600	28.86100
